origin_iso,origin_name,origin_region_name,destination_iso,destination_name,destination_region_name,countryflow_2014,countryflow_2015
MT,Malta,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,3455,3888
MT,Malta,ESRA Mediterranean,LT,Lithuania,Other Europe,73,75
MT,Malta,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,41,22
MT,Malta,ESRA Mediterranean,LV,Latvia,Other Europe,46,35
MT,Malta,ESRA Mediterranean,MD,Moldova,ESRA East,0,1
MT,Malta,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,258,211
MT,Malta,ESRA Mediterranean,NL,Netherlands,ESRA North-West,384,492
MT,Malta,ESRA Mediterranean,NO,Norway,ESRA North-West,105,64
MT,Malta,ESRA Mediterranean,PL,Poland,ESRA East,225,339
MT,Malta,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,25,35
MT,Malta,ESRA Mediterranean,RO,Romania,ESRA East,95,126
MT,Malta,ESRA Mediterranean,RS,Serbia,ESRA East,38,47
MT,Malta,ESRA Mediterranean,SE,Sweden,ESRA North-West,265,284
MT,Malta,ESRA Mediterranean,SI,Slovenia,ESRA East,19,24
MT,Malta,ESRA Mediterranean,SK,Slovakia,ESRA East,19,17
MT,Malta,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,350,580
MT,Malta,ESRA Mediterranean,UA,Ukraine,ESRA East,6,21
NL,Netherlands,ESRA North-West,AL,Albania,ESRA East,4,6
NL,Netherlands,ESRA North-West,AM,Armenia,Other Europe,7,3
NL,Netherlands,ESRA North-West,AT,Austria,ESRA North-West,4125,4151
NL,Netherlands,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,57,102
NL,Netherlands,ESRA North-West,BE,Belgium,ESRA North-West,3021,2912
NL,Netherlands,ESRA North-West,BG,Bulgaria,ESRA East,814,764
NL,Netherlands,ESRA North-West,CH,Switzerland,ESRA North-West,7703,7534
NL,Netherlands,ESRA North-West,CY,Cyprus,ESRA Mediterranean,334,199
NL,Netherlands,ESRA North-West,CZ,Czechia,ESRA East,2791,2737
NL,Netherlands,ESRA North-West,DE,Germany,ESRA North-West,26810,26883
NL,Netherlands,ESRA North-West,DK,Denmark,ESRA North-West,7131,7398
NL,Netherlands,ESRA North-West,EE,Estonia,Other Europe,685,713
NL,Netherlands,ESRA North-West,ES,Spain,ESRA Mediterranean,20261,21195
NL,Netherlands,ESRA North-West,FI,Finland,ESRA North-West,1889,1904
NL,Netherlands,ESRA North-West,FR,France,ESRA North-West,17619,19017
NL,Netherlands,ESRA North-West,GB,United Kingdom,ESRA North-West,48997,50376
NL,Netherlands,ESRA North-West,GE,Georgia,Other Europe,169,169
NL,Netherlands,ESRA North-West,GI,Gibraltar,Other Europe,3,2
NL,Netherlands,ESRA North-West,GR,Greece,ESRA Mediterranean,4436,4606
NL,Netherlands,ESRA North-West,HR,Croatia,ESRA East,793,1044
NL,Netherlands,ESRA North-West,HU,Hungary,ESRA East,2247,2156
NL,Netherlands,ESRA North-West,IE,Ireland,ESRA North-West,3009,3190
NL,Netherlands,ESRA North-West,IT,Italy,ESRA Mediterranean,15590,16900
NL,Netherlands,ESRA North-West,LT,Lithuania,Other Europe,342,577
NL,Netherlands,ESRA North-West,LU,Luxembourg,ESRA North-West,1783,1738
NL,Netherlands,ESRA North-West,LV,Latvia,Other Europe,862,828
NL,Netherlands,ESRA North-West,MD,Moldova,ESRA East,0,2
NL,Netherlands,ESRA North-West,MK,Macedonia,ESRA East,234,264
NL,Netherlands,ESRA North-West,MT,Malta,ESRA Mediterranean,391,468
NL,Netherlands,ESRA North-West,NL,Netherlands,ESRA North-West,9921,7913
NL,Netherlands,ESRA North-West,NO,Norway,ESRA North-West,9657,9637
NL,Netherlands,ESRA North-West,PL,Poland,ESRA East,3863,4281
NL,Netherlands,ESRA North-West,PT,Portugal,ESRA Mediterranean,5551,5827
NL,Netherlands,ESRA North-West,RO,Romania,ESRA East,1917,1921
NL,Netherlands,ESRA North-West,RS,Serbia,ESRA East,599,682
NL,Netherlands,ESRA North-West,SE,Sweden,ESRA North-West,5708,5516
NL,Netherlands,ESRA North-West,SI,Slovenia,ESRA East,199,180
NL,Netherlands,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,1,3
NL,Netherlands,ESRA North-West,SK,Slovakia,ESRA East,19,23
NL,Netherlands,ESRA North-West,TR,Turkey,ESRA Mediterranean,9787,9829
NL,Netherlands,ESRA North-West,UA,Ukraine,ESRA East,1059,1105
NO,Norway,ESRA North-West,AL,Albania,ESRA East,0,3
NO,Norway,ESRA North-West,AM,Armenia,Other Europe,0,1
NO,Norway,ESRA North-West,AT,Austria,ESRA North-West,898,834
NO,Norway,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,18,89
NO,Norway,ESRA North-West,BE,Belgium,ESRA North-West,1496,1443
NO,Norway,ESRA North-West,BG,Bulgaria,ESRA East,335,305
NO,Norway,ESRA North-West,CH,Switzerland,ESRA North-West,1301,1137
NO,Norway,ESRA North-West,CY,Cyprus,ESRA Mediterranean,345,252
NO,Norway,ESRA North-West,CZ,Czechia,ESRA East,591,642
NO,Norway,ESRA North-West,DE,Germany,ESRA North-West,9517,7842
NO,Norway,ESRA North-West,DK,Denmark,ESRA North-West,18903,17955
NO,Norway,ESRA North-West,EE,Estonia,Other Europe,964,1022
NO,Norway,ESRA North-West,ES,Spain,ESRA Mediterranean,9304,8476
NO,Norway,ESRA North-West,FI,Finland,ESRA North-West,2420,2230
NO,Norway,ESRA North-West,FO,Faroe Islands,ESRA North-West,189,191
NO,Norway,ESRA North-West,FR,France,ESRA North-West,4145,3905
NO,Norway,ESRA North-West,GB,United Kingdom,ESRA North-West,15665,14289
NO,Norway,ESRA North-West,GR,Greece,ESRA Mediterranean,2489,2077
NO,Norway,ESRA North-West,HR,Croatia,ESRA East,1045,846
NO,Norway,ESRA North-West,HU,Hungary,ESRA East,432,480
NO,Norway,ESRA North-West,IE,Ireland,ESRA North-West,606,608
NO,Norway,ESRA North-West,IT,Italy,ESRA Mediterranean,1895,1352
NO,Norway,ESRA North-West,LT,Lithuania,Other Europe,1069,1203
NO,Norway,ESRA North-West,LU,Luxembourg,ESRA North-West,14,3
NO,Norway,ESRA North-West,LV,Latvia,Other Europe,2011,1948
NO,Norway,ESRA North-West,MD,Moldova,ESRA East,0,2
NO,Norway,ESRA North-West,MK,Macedonia,ESRA East,4,54
NO,Norway,ESRA North-West,MT,Malta,ESRA Mediterranean,110,68
NO,Norway,ESRA North-West,NL,Netherlands,ESRA North-West,9673,9652
NO,Norway,ESRA North-West,NO,Norway,ESRA North-West,273512,269004
NO,Norway,ESRA North-West,PL,Poland,ESRA East,5703,6685
NO,Norway,ESRA North-West,PT,Portugal,ESRA Mediterranean,742,726
NO,Norway,ESRA North-West,RO,Romania,ESRA East,122,117
NO,Norway,ESRA North-West,RS,Serbia,ESRA East,178,199
NO,Norway,ESRA North-West,SE,Sweden,ESRA North-West,11417,10613
NO,Norway,ESRA North-West,SI,Slovenia,ESRA East,3,8
NO,Norway,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,894,885
NO,Norway,ESRA North-West,SK,Slovakia,ESRA East,101,23
NO,Norway,ESRA North-West,TR,Turkey,ESRA Mediterranean,2344,2345
NO,Norway,ESRA North-West,UA,Ukraine,ESRA East,97,19
PL,Poland,ESRA East,AL,Albania,ESRA East,0,18
PL,Poland,ESRA East,AM,Armenia,Other Europe,209,78
PL,Poland,ESRA East,AT,Austria,ESRA North-West,2772,2685
PL,Poland,ESRA East,BA,Bosnia & Herzegovina,ESRA East,7,7
PL,Poland,ESRA East,BE,Belgium,ESRA North-West,2940,3691
PL,Poland,ESRA East,BG,Bulgaria,ESRA East,1295,1520
PL,Poland,ESRA East,CH,Switzerland,ESRA North-West,2677,2195
PL,Poland,ESRA East,CY,Cyprus,ESRA Mediterranean,425,534
PL,Poland,ESRA East,CZ,Czechia,ESRA East,2582,2802
PL,Poland,ESRA East,DE,Germany,ESRA North-West,24955,25839
PL,Poland,ESRA East,DK,Denmark,ESRA North-West,4360,4600
PL,Poland,ESRA East,EE,Estonia,Other Europe,628,639
PL,Poland,ESRA East,ES,Spain,ESRA Mediterranean,4448,5316
PL,Poland,ESRA East,FI,Finland,ESRA North-West,1285,1427
PL,Poland,ESRA East,FR,France,ESRA North-West,5369,5707
PL,Poland,ESRA East,GB,United Kingdom,ESRA North-West,16988,19710
PL,Poland,ESRA East,GE,Georgia,Other Europe,520,446
PL,Poland,ESRA East,GR,Greece,ESRA Mediterranean,3460,4042
PL,Poland,ESRA East,HR,Croatia,ESRA East,495,303
PL,Poland,ESRA East,HU,Hungary,ESRA East,1537,1677
PL,Poland,ESRA East,IE,Ireland,ESRA North-West,2737,2907
PL,Poland,ESRA East,IT,Italy,ESRA Mediterranean,5887,6321
PL,Poland,ESRA East,LT,Lithuania,Other Europe,1642,1704
PL,Poland,ESRA East,LU,Luxembourg,ESRA North-West,51,41
PL,Poland,ESRA East,LV,Latvia,Other Europe,1068,1235
PL,Poland,ESRA East,MD,Moldova,ESRA East,56,105
PL,Poland,ESRA East,MK,Macedonia,ESRA East,10,12
PL,Poland,ESRA East,MT,Malta,ESRA Mediterranean,230,337
PL,Poland,ESRA East,NL,Netherlands,ESRA North-West,3865,4262
PL,Poland,ESRA East,NO,Norway,ESRA North-West,5701,6674
PL,Poland,ESRA East,PL,Poland,ESRA East,37998,35671
PL,Poland,ESRA East,PT,Portugal,ESRA Mediterranean,546,772
PL,Poland,ESRA East,RO,Romania,ESRA East,1026,1194
PL,Poland,ESRA East,RS,Serbia,ESRA East,557,549
PL,Poland,ESRA East,SE,Sweden,ESRA North-West,3536,4075
PL,Poland,ESRA East,SI,Slovenia,ESRA East,144,204
PL,Poland,ESRA East,SK,Slovakia,ESRA East,195,254
PL,Poland,ESRA East,TR,Turkey,ESRA Mediterranean,2706,2832
PL,Poland,ESRA East,UA,Ukraine,ESRA East,2623,2537
PT,Portugal,ESRA Mediterranean,AL,Albania,ESRA East,0,5
PT,Portugal,ESRA Mediterranean,AM,Armenia,Other Europe,1,0
PT,Portugal,ESRA Mediterranean,AT,Austria,ESRA North-West,573,704
PT,Portugal,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,1,1
PT,Portugal,ESRA Mediterranean,BE,Belgium,ESRA North-West,5082,5519
PT,Portugal,ESRA Mediterranean,BG,Bulgaria,ESRA East,8,10
PT,Portugal,ESRA Mediterranean,CH,Switzerland,ESRA North-West,6071,6610
PT,Portugal,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,4,4
PT,Portugal,ESRA Mediterranean,CZ,Czechia,ESRA East,464,481
PT,Portugal,ESRA Mediterranean,DE,Germany,ESRA North-West,11741,13261
PT,Portugal,ESRA Mediterranean,DK,Denmark,ESRA North-West,1129,970
PT,Portugal,ESRA Mediterranean,EE,Estonia,Other Europe,71,10
PT,Portugal,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,19793,20744
PT,Portugal,ESRA Mediterranean,FI,Finland,ESRA North-West,435,380
PT,Portugal,ESRA Mediterranean,FR,France,ESRA North-West,19870,21158
PT,Portugal,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,22245,23304
PT,Portugal,ESRA Mediterranean,GE,Georgia,Other Europe,0,1
PT,Portugal,ESRA Mediterranean,GI,Gibraltar,Other Europe,30,18
PT,Portugal,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,56,56
PT,Portugal,ESRA Mediterranean,HR,Croatia,ESRA East,98,93
PT,Portugal,ESRA Mediterranean,HU,Hungary,ESRA East,359,411
PT,Portugal,ESRA Mediterranean,IE,Ireland,ESRA North-West,2588,2617
PT,Portugal,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,5784,6663
PT,Portugal,ESRA Mediterranean,LT,Lithuania,Other Europe,11,14
PT,Portugal,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,1340,1518
PT,Portugal,ESRA Mediterranean,LV,Latvia,Other Europe,5,16
PT,Portugal,ESRA Mediterranean,MD,Moldova,ESRA East,52,68
PT,Portugal,ESRA Mediterranean,MK,Macedonia,ESRA East,3,0
PT,Portugal,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,39,36
PT,Portugal,ESRA Mediterranean,NL,Netherlands,ESRA North-West,5490,5805
PT,Portugal,ESRA Mediterranean,NO,Norway,ESRA North-West,738,728
PT,Portugal,ESRA Mediterranean,PL,Poland,ESRA East,545,772
PT,Portugal,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,42077,44330
PT,Portugal,ESRA Mediterranean,RO,Romania,ESRA East,240,287
PT,Portugal,ESRA Mediterranean,RS,Serbia,ESRA East,62,16
PT,Portugal,ESRA Mediterranean,SE,Sweden,ESRA North-West,745,812
PT,Portugal,ESRA Mediterranean,SI,Slovenia,ESRA East,6,5
PT,Portugal,ESRA Mediterranean,SK,Slovakia,ESRA East,16,13
PT,Portugal,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,529,857
PT,Portugal,ESRA Mediterranean,UA,Ukraine,ESRA East,95,82
RO,Romania,ESRA East,AL,Albania,ESRA East,6,4
RO,Romania,ESRA East,AM,Armenia,Other Europe,8,5
RO,Romania,ESRA East,AT,Austria,ESRA North-West,3405,3244
RO,Romania,ESRA East,BA,Bosnia & Herzegovina,ESRA East,4,12
RO,Romania,ESRA East,BE,Belgium,ESRA North-West,1803,2229
RO,Romania,ESRA East,BG,Bulgaria,ESRA East,1484,1134
RO,Romania,ESRA East,CH,Switzerland,ESRA North-West,753,870
RO,Romania,ESRA East,CY,Cyprus,ESRA Mediterranean,531,536
RO,Romania,ESRA East,CZ,Czechia,ESRA East,717,602
RO,Romania,ESRA East,DE,Germany,ESRA North-West,9175,9916
RO,Romania,ESRA East,DK,Denmark,ESRA North-West,180,187
RO,Romania,ESRA East,EE,Estonia,Other Europe,2,2
RO,Romania,ESRA East,ES,Spain,ESRA Mediterranean,3783,4051
RO,Romania,ESRA East,FI,Finland,ESRA North-West,11,12
RO,Romania,ESRA East,FO,Faroe Islands,ESRA North-West,1,3
RO,Romania,ESRA East,FR,France,ESRA North-West,3065,3442
RO,Romania,ESRA East,GB,United Kingdom,ESRA North-West,4330,5406
RO,Romania,ESRA East,GE,Georgia,Other Europe,15,18
RO,Romania,ESRA East,GI,Gibraltar,Other Europe,0,1
RO,Romania,ESRA East,GR,Greece,ESRA Mediterranean,1717,1740
RO,Romania,ESRA East,HR,Croatia,ESRA East,39,42
RO,Romania,ESRA East,HU,Hungary,ESRA East,1995,2037
RO,Romania,ESRA East,IE,Ireland,ESRA North-West,602,446
RO,Romania,ESRA East,IT,Italy,ESRA Mediterranean,8712,10134
RO,Romania,ESRA East,LT,Lithuania,Other Europe,7,2
RO,Romania,ESRA East,LU,Luxembourg,ESRA North-West,7,4
RO,Romania,ESRA East,LV,Latvia,Other Europe,97,91
RO,Romania,ESRA East,MD,Moldova,ESRA East,1587,1337
RO,Romania,ESRA East,MK,Macedonia,ESRA East,6,7
RO,Romania,ESRA East,MT,Malta,ESRA Mediterranean,95,126
RO,Romania,ESRA East,NL,Netherlands,ESRA North-West,1925,1930
RO,Romania,ESRA East,NO,Norway,ESRA North-West,119,114
RO,Romania,ESRA East,PL,Poland,ESRA East,1017,1155
RO,Romania,ESRA East,PT,Portugal,ESRA Mediterranean,245,287
RO,Romania,ESRA East,RO,Romania,ESRA East,13803,13280
RO,Romania,ESRA East,RS,Serbia,ESRA East,742,731
RO,Romania,ESRA East,SE,Sweden,ESRA North-West,182,455
RO,Romania,ESRA East,SI,Slovenia,ESRA East,7,8
RO,Romania,ESRA East,SK,Slovakia,ESRA East,44,70
RO,Romania,ESRA East,TR,Turkey,ESRA Mediterranean,2840,2860
RO,Romania,ESRA East,UA,Ukraine,ESRA East,57,56
RS,Serbia,ESRA East,AL,Albania,ESRA East,93,342
RS,Serbia,ESRA East,AM,Armenia,Other Europe,12,12
RS,Serbia,ESRA East,AT,Austria,ESRA North-West,3131,2946
RS,Serbia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,1159,851
RS,Serbia,ESRA East,BE,Belgium,ESRA North-West,607,590
RS,Serbia,ESRA East,BG,Bulgaria,ESRA East,558,1063
RS,Serbia,ESRA East,CH,Switzerland,ESRA North-West,3336,3293
RS,Serbia,ESRA East,CY,Cyprus,ESRA Mediterranean,375,320
RS,Serbia,ESRA East,CZ,Czechia,ESRA East,573,654
RS,Serbia,ESRA East,DE,Germany,ESRA North-West,5445,5665
RS,Serbia,ESRA East,DK,Denmark,ESRA North-West,505,470
RS,Serbia,ESRA East,EE,Estonia,Other Europe,6,7
RS,Serbia,ESRA East,ES,Spain,ESRA Mediterranean,169,204
RS,Serbia,ESRA East,FI,Finland,ESRA North-West,6,6
RS,Serbia,ESRA East,FR,France,ESRA North-West,2390,2546
RS,Serbia,ESRA East,GB,United Kingdom,ESRA North-West,943,951
RS,Serbia,ESRA East,GE,Georgia,Other Europe,5,8
RS,Serbia,ESRA East,GI,Gibraltar,Other Europe,0,1
RS,Serbia,ESRA East,GR,Greece,ESRA Mediterranean,1841,1796
RS,Serbia,ESRA East,HR,Croatia,ESRA East,808,1479
RS,Serbia,ESRA East,HU,Hungary,ESRA East,732,778
RS,Serbia,ESRA East,IE,Ireland,ESRA North-West,12,8
RS,Serbia,ESRA East,IT,Italy,ESRA Mediterranean,2747,2265
RS,Serbia,ESRA East,LT,Lithuania,Other Europe,11,6
RS,Serbia,ESRA East,LU,Luxembourg,ESRA North-West,8,16
RS,Serbia,ESRA East,LV,Latvia,Other Europe,19,21
RS,Serbia,ESRA East,MD,Moldova,ESRA East,14,20
RS,Serbia,ESRA East,MK,Macedonia,ESRA East,616,527
RS,Serbia,ESRA East,MT,Malta,ESRA Mediterranean,34,44
RS,Serbia,ESRA East,NL,Netherlands,ESRA North-West,599,677
RS,Serbia,ESRA East,NO,Norway,ESRA North-West,180,190
RS,Serbia,ESRA East,PL,Poland,ESRA East,580,551
RS,Serbia,ESRA East,PT,Portugal,ESRA Mediterranean,65,18
RS,Serbia,ESRA East,RO,Romania,ESRA East,737,713
RS,Serbia,ESRA East,RS,Serbia,ESRA East,7176,7643
RS,Serbia,ESRA East,SE,Sweden,ESRA North-West,893,938
RS,Serbia,ESRA East,SI,Slovenia,ESRA East,1411,1651
RS,Serbia,ESRA East,SK,Slovakia,ESRA East,38,65
RS,Serbia,ESRA East,TR,Turkey,ESRA Mediterranean,3433,3356
RS,Serbia,ESRA East,UA,Ukraine,ESRA East,414,361
SE,Sweden,ESRA North-West,AL,Albania,ESRA East,6,2
SE,Sweden,ESRA North-West,AM,Armenia,Other Europe,6,4
SE,Sweden,ESRA North-West,AT,Austria,ESRA North-West,1790,1847
SE,Sweden,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,334,410
SE,Sweden,ESRA North-West,BE,Belgium,ESRA North-West,3789,3878
SE,Sweden,ESRA North-West,BG,Bulgaria,ESRA East,192,217
SE,Sweden,ESRA North-West,CH,Switzerland,ESRA North-West,2713,2761
SE,Sweden,ESRA North-West,CY,Cyprus,ESRA Mediterranean,550,496
SE,Sweden,ESRA North-West,CZ,Czechia,ESRA East,805,1065
SE,Sweden,ESRA North-West,DE,Germany,ESRA North-West,16323,17397
SE,Sweden,ESRA North-West,DK,Denmark,ESRA North-West,12703,12775
SE,Sweden,ESRA North-West,EE,Estonia,Other Europe,1547,1902
SE,Sweden,ESRA North-West,ES,Spain,ESRA Mediterranean,8860,8789
SE,Sweden,ESRA North-West,FI,Finland,ESRA North-West,14507,14405
SE,Sweden,ESRA North-West,FO,Faroe Islands,ESRA North-West,5,1
SE,Sweden,ESRA North-West,FR,France,ESRA North-West,5435,5141
SE,Sweden,ESRA North-West,GB,United Kingdom,ESRA North-West,11473,11241
SE,Sweden,ESRA North-West,GE,Georgia,Other Europe,2,3
SE,Sweden,ESRA North-West,GI,Gibraltar,Other Europe,2,0
SE,Sweden,ESRA North-West,GR,Greece,ESRA Mediterranean,3055,3135
SE,Sweden,ESRA North-West,HR,Croatia,ESRA East,927,876
SE,Sweden,ESRA North-West,HU,Hungary,ESRA East,991,1177
SE,Sweden,ESRA North-West,IE,Ireland,ESRA North-West,489,390
SE,Sweden,ESRA North-West,IT,Italy,ESRA Mediterranean,2840,2759
SE,Sweden,ESRA North-West,LT,Lithuania,Other Europe,754,1074
SE,Sweden,ESRA North-West,LU,Luxembourg,ESRA North-West,202,331
SE,Sweden,ESRA North-West,LV,Latvia,Other Europe,1785,2315
SE,Sweden,ESRA North-West,MD,Moldova,ESRA East,0,4
SE,Sweden,ESRA North-West,MK,Macedonia,ESRA East,464,557
SE,Sweden,ESRA North-West,MT,Malta,ESRA Mediterranean,271,285
SE,Sweden,ESRA North-West,NL,Netherlands,ESRA North-West,5518,5333
SE,Sweden,ESRA North-West,NO,Norway,ESRA North-West,11551,10632
SE,Sweden,ESRA North-West,PL,Poland,ESRA East,3527,4129
SE,Sweden,ESRA North-West,PT,Portugal,ESRA Mediterranean,741,795
SE,Sweden,ESRA North-West,RO,Romania,ESRA East,185,441
SE,Sweden,ESRA North-West,RS,Serbia,ESRA East,899,954
SE,Sweden,ESRA North-West,SE,Sweden,ESRA North-West,147135,144030
SE,Sweden,ESRA North-West,SI,Slovenia,ESRA East,14,61
SE,Sweden,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,2,1
SE,Sweden,ESRA North-West,SK,Slovakia,ESRA East,25,54
SE,Sweden,ESRA North-West,TR,Turkey,ESRA Mediterranean,4737,4485
SE,Sweden,ESRA North-West,UA,Ukraine,ESRA East,207,364
SI,Slovenia,ESRA East,AL,Albania,ESRA East,514,508
SI,Slovenia,ESRA East,AM,Armenia,Other Europe,1,0
SI,Slovenia,ESRA East,AT,Austria,ESRA North-West,1540,1373
SI,Slovenia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,479,355
SI,Slovenia,ESRA East,BE,Belgium,ESRA North-West,767,781
SI,Slovenia,ESRA East,BG,Bulgaria,ESRA East,21,11
SI,Slovenia,ESRA East,CH,Switzerland,ESRA North-West,965,1205
SI,Slovenia,ESRA East,CY,Cyprus,ESRA Mediterranean,3,2
SI,Slovenia,ESRA East,CZ,Czechia,ESRA East,285,282
SI,Slovenia,ESRA East,DE,Germany,ESRA North-West,2467,2667
SI,Slovenia,ESRA East,DK,Denmark,ESRA North-West,188,182
SI,Slovenia,ESRA East,EE,Estonia,Other Europe,4,10
SI,Slovenia,ESRA East,ES,Spain,ESRA Mediterranean,64,45
SI,Slovenia,ESRA East,FI,Finland,ESRA North-West,121,131
SI,Slovenia,ESRA East,FR,France,ESRA North-West,765,764
SI,Slovenia,ESRA East,GB,United Kingdom,ESRA North-West,598,682
SI,Slovenia,ESRA East,GE,Georgia,Other Europe,0,2
SI,Slovenia,ESRA East,GR,Greece,ESRA Mediterranean,266,347
SI,Slovenia,ESRA East,HR,Croatia,ESRA East,178,302
SI,Slovenia,ESRA East,HU,Hungary,ESRA East,44,65
SI,Slovenia,ESRA East,IE,Ireland,ESRA North-West,1,2
SI,Slovenia,ESRA East,IT,Italy,ESRA Mediterranean,206,257
SI,Slovenia,ESRA East,LT,Lithuania,Other Europe,4,0
SI,Slovenia,ESRA East,LU,Luxembourg,ESRA North-West,3,9
SI,Slovenia,ESRA East,LV,Latvia,Other Europe,2,2
SI,Slovenia,ESRA East,MD,Moldova,ESRA East,6,2
SI,Slovenia,ESRA East,MK,Macedonia,ESRA East,439,372
SI,Slovenia,ESRA East,MT,Malta,ESRA Mediterranean,15,26
SI,Slovenia,ESRA East,NL,Netherlands,ESRA North-West,167,171
SI,Slovenia,ESRA East,NO,Norway,ESRA North-West,4,8
SI,Slovenia,ESRA East,PL,Poland,ESRA East,140,209
SI,Slovenia,ESRA East,PT,Portugal,ESRA Mediterranean,7,4
SI,Slovenia,ESRA East,RO,Romania,ESRA East,11,13
SI,Slovenia,ESRA East,RS,Serbia,ESRA East,1410,1661
SI,Slovenia,ESRA East,SE,Sweden,ESRA North-West,10,59
SI,Slovenia,ESRA East,SI,Slovenia,ESRA East,623,791
SI,Slovenia,ESRA East,SK,Slovakia,ESRA East,21,22
SI,Slovenia,ESRA East,TR,Turkey,ESRA Mediterranean,852,918
SI,Slovenia,ESRA East,UA,Ukraine,ESRA East,22,19
SJ,Svalbard & Jan Mayen,ESRA North-West,AT,Austria,ESRA North-West,0,1
SJ,Svalbard & Jan Mayen,ESRA North-West,BE,Belgium,ESRA North-West,1,0
SJ,Svalbard & Jan Mayen,ESRA North-West,CH,Switzerland,ESRA North-West,3,3
SJ,Svalbard & Jan Mayen,ESRA North-West,DE,Germany,ESRA North-West,11,16
SJ,Svalbard & Jan Mayen,ESRA North-West,DK,Denmark,ESRA North-West,3,2
SJ,Svalbard & Jan Mayen,ESRA North-West,EE,Estonia,Other Europe,1,0
SJ,Svalbard & Jan Mayen,ESRA North-West,FI,Finland,ESRA North-West,1,3
SJ,Svalbard & Jan Mayen,ESRA North-West,FR,France,ESRA North-West,9,6
SJ,Svalbard & Jan Mayen,ESRA North-West,GB,United Kingdom,ESRA North-West,2,5
SJ,Svalbard & Jan Mayen,ESRA North-West,LT,Lithuania,Other Europe,0,1
SJ,Svalbard & Jan Mayen,ESRA North-West,MT,Malta,ESRA Mediterranean,1,0
SJ,Svalbard & Jan Mayen,ESRA North-West,NL,Netherlands,ESRA North-West,1,3
SJ,Svalbard & Jan Mayen,ESRA North-West,NO,Norway,ESRA North-West,887,880
SJ,Svalbard & Jan Mayen,ESRA North-West,PL,Poland,ESRA East,0,1
SJ,Svalbard & Jan Mayen,ESRA North-West,SE,Sweden,ESRA North-West,2,2
SJ,Svalbard & Jan Mayen,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,7,5
SK,Slovakia,ESRA East,AL,Albania,ESRA East,13,29
SK,Slovakia,ESRA East,AM,Armenia,Other Europe,2,0
SK,Slovakia,ESRA East,AT,Austria,ESRA North-West,908,864
SK,Slovakia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,11,19
SK,Slovakia,ESRA East,BE,Belgium,ESRA North-West,334,465
SK,Slovakia,ESRA East,BG,Bulgaria,ESRA East,329,309
SK,Slovakia,ESRA East,CH,Switzerland,ESRA North-West,124,126
SK,Slovakia,ESRA East,CY,Cyprus,ESRA Mediterranean,21,15
SK,Slovakia,ESRA East,CZ,Czechia,ESRA East,1875,1908
SK,Slovakia,ESRA East,DE,Germany,ESRA North-West,772,1029
SK,Slovakia,ESRA East,DK,Denmark,ESRA North-West,17,19
SK,Slovakia,ESRA East,EE,Estonia,Other Europe,1,3
SK,Slovakia,ESRA East,ES,Spain,ESRA Mediterranean,343,507
SK,Slovakia,ESRA East,FI,Finland,ESRA North-West,11,30
SK,Slovakia,ESRA East,FR,France,ESRA North-West,324,323
SK,Slovakia,ESRA East,GB,United Kingdom,ESRA North-West,1715,2138
SK,Slovakia,ESRA East,GE,Georgia,Other Europe,6,4
SK,Slovakia,ESRA East,GI,Gibraltar,Other Europe,0,1
SK,Slovakia,ESRA East,GR,Greece,ESRA Mediterranean,483,642
SK,Slovakia,ESRA East,HR,Croatia,ESRA East,186,234
SK,Slovakia,ESRA East,HU,Hungary,ESRA East,90,162
SK,Slovakia,ESRA East,IE,Ireland,ESRA North-West,313,374
SK,Slovakia,ESRA East,IT,Italy,ESRA Mediterranean,876,979
SK,Slovakia,ESRA East,LT,Lithuania,Other Europe,3,14
SK,Slovakia,ESRA East,LU,Luxembourg,ESRA North-West,3,18
SK,Slovakia,ESRA East,LV,Latvia,Other Europe,12,23
SK,Slovakia,ESRA East,MD,Moldova,ESRA East,6,12
SK,Slovakia,ESRA East,MK,Macedonia,ESRA East,257,256
