origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
NO,Norway,ESRA North-West,CZ,Czechia,ESRA East,257,294,369,630,1023,1190,1162,1486,1553,1269,928,554,661,591,642
NO,Norway,ESRA North-West,DE,Germany,ESRA North-West,4183,4426,4905,6150,6789,8269,8561,10041,10490,10796,11489,11003,10633,9517,7842
NO,Norway,ESRA North-West,DK,Denmark,ESRA North-West,16971,18810,18495,18295,17669,18861,18698,20723,16227,16322,17192,17744,18481,18903,17955
NO,Norway,ESRA North-West,EE,Estonia,Other Europe,5,27,76,256,364,568,694,665,552,516,835,1147,958,964,1022
NO,Norway,ESRA North-West,ES,Spain,ESRA Mediterranean,3362,3673,4114,4517,4772,5397,6133,6913,5528,6608,7224,7731,9955,9304,8476
NO,Norway,ESRA North-West,FI,Finland,ESRA North-West,2214,2173,2555,2487,2180,2250,2378,2536,2412,2420,2696,2331,2482,2420,2230
NO,Norway,ESRA North-West,FO,Faroe Islands,ESRA North-West,71,60,67,103,147,238,131,93,84,166,99,204,147,189,191
NO,Norway,ESRA North-West,FR,France,ESRA North-West,3051,2953,2644,3086,3213,3420,3937,3682,3148,3438,3765,3790,4002,4145,3905
NO,Norway,ESRA North-West,GB,United Kingdom,ESRA North-West,9955,9085,9431,11306,11565,12574,12926,13247,12804,12591,13394,14100,15888,15665,14289
NO,Norway,ESRA North-West,GE,Georgia,Other Europe,0,1,0,1,1,1,0,1,5,1,0,2,0,0,0
NO,Norway,ESRA North-West,GI,Gibraltar,Other Europe,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
NO,Norway,ESRA North-West,GR,Greece,ESRA Mediterranean,1613,1686,1443,1319,1404,1687,1756,1939,1730,1865,1973,2305,2312,2489,2077
NO,Norway,ESRA North-West,HR,Croatia,ESRA East,10,21,32,177,426,577,609,611,540,700,641,745,1066,1045,846
NO,Norway,ESRA North-West,HU,Hungary,ESRA East,206,62,27,125,343,440,342,449,442,356,335,487,514,432,480
NO,Norway,ESRA North-West,IE,Ireland,ESRA North-West,348,51,219,236,270,330,654,594,553,654,811,708,639,606,608
NO,Norway,ESRA North-West,IT,Italy,ESRA Mediterranean,461,193,404,689,1367,1948,2087,2088,1702,2093,1959,1946,2068,1895,1352
NO,Norway,ESRA North-West,LT,Lithuania,Other Europe,247,255,248,348,547,536,457,534,256,311,479,788,1036,1069,1203
NO,Norway,ESRA North-West,LU,Luxembourg,ESRA North-West,2,12,13,9,10,12,10,11,13,15,17,16,21,14,3
NO,Norway,ESRA North-West,LV,Latvia,Other Europe,23,16,28,257,358,872,1112,1240,1556,1963,2156,2300,2326,2011,1948
NO,Norway,ESRA North-West,MD,Moldova,ESRA East,2,0,0,5,1,0,2,0,1,0,1,0,1,0,2
NO,Norway,ESRA North-West,MK,Macedonia,ESRA East,3,4,2,1,0,0,0,3,3,1,0,1,1,4,54
NO,Norway,ESRA North-West,MT,Malta,ESRA Mediterranean,92,99,124,119,133,156,121,128,6,72,77,97,156,110,68
NO,Norway,ESRA North-West,NL,Netherlands,ESRA North-West,5852,5913,6272,7037,6798,7405,7767,7940,7812,7530,8366,9180,9500,9673,9652
NO,Norway,ESRA North-West,NO,Norway,ESRA North-West,264228,241664,243897,245526,248760,254837,263234,260249,254143,253317,259902,267971,268298,273512,269004
NO,Norway,ESRA North-West,PL,Poland,ESRA East,597,627,634,640,919,1492,2256,2848,2558,3106,3222,4259,5543,5703,6685
NO,Norway,ESRA North-West,PT,Portugal,ESRA Mediterranean,249,222,280,461,386,449,822,745,562,620,616,616,789,742,726
NO,Norway,ESRA North-West,RO,Romania,ESRA East,42,49,51,59,63,42,31,30,8,10,22,17,82,122,117
NO,Norway,ESRA North-West,RS,Serbia,ESRA East,37,37,70,38,21,22,73,147,136,141,121,129,185,178,199
NO,Norway,ESRA North-West,SE,Sweden,ESRA North-West,10761,9373,8905,9373,9341,10318,9504,9995,8972,9502,10495,10052,9951,11417,10613
NO,Norway,ESRA North-West,SI,Slovenia,ESRA East,5,2,4,9,12,9,8,51,12,4,8,11,11,3,8
NO,Norway,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,654,563,555,549,557,591,766,835,762,738,776,797,912,894,885
NO,Norway,ESRA North-West,SK,Slovakia,ESRA East,6,3,8,3,5,9,9,13,12,12,8,101,102,101,23
NO,Norway,ESRA North-West,TR,Turkey,ESRA Mediterranean,363,439,348,576,809,980,1016,1471,1459,1842,2382,2694,2841,2344,2345
NO,Norway,ESRA North-West,UA,Ukraine,ESRA East,6,10,3,11,12,22,29,38,120,46,49,88,115,97,19
PL,Poland,ESRA East,AL,Albania,ESRA East,0,1,1,2,2,2,1,0,6,1,3,1,0,0,18
PL,Poland,ESRA East,AM,Armenia,Other Europe,3,0,1,2,1,0,0,0,1,66,165,196,119,209,78
PL,Poland,ESRA East,AT,Austria,ESRA North-West,2925,2653,2915,3220,3139,2920,3211,3992,3504,3361,3641,3457,3129,2772,2685
PL,Poland,ESRA East,BA,Bosnia & Herzegovina,ESRA East,1,0,0,0,3,5,6,2,5,1,7,20,9,7,7
PL,Poland,ESRA East,BE,Belgium,ESRA North-West,2272,1680,1719,1995,1835,2035,2443,2644,2659,2780,2779,2769,2390,2940,3691
PL,Poland,ESRA East,BG,Bulgaria,ESRA East,396,424,488,526,558,609,704,791,849,997,1074,1018,1026,1295,1520
PL,Poland,ESRA East,CH,Switzerland,ESRA North-West,2643,2320,2471,2540,2669,2566,2493,2553,2472,2444,2527,2459,2536,2677,2195
PL,Poland,ESRA East,CY,Cyprus,ESRA Mediterranean,229,204,159,217,238,261,297,319,300,366,352,398,406,425,534
PL,Poland,ESRA East,CZ,Czechia,ESRA East,1281,1058,1038,2107,2610,2484,2591,2569,2578,2870,2990,2628,2451,2582,2802
PL,Poland,ESRA East,DE,Germany,ESRA North-West,13986,12392,13409,17216,20732,22962,23862,26837,26102,25990,25425,26904,26899,24955,25839
PL,Poland,ESRA East,DK,Denmark,ESRA North-West,4723,3985,4291,4574,4023,3556,3701,3948,3507,2929,3251,4115,4315,4360,4600
PL,Poland,ESRA East,EE,Estonia,Other Europe,300,320,315,351,341,332,355,285,20,227,307,297,353,628,639
PL,Poland,ESRA East,ES,Spain,ESRA Mediterranean,777,866,919,1113,1525,1907,2426,2841,2833,3376,4150,3968,3960,4448,5316
PL,Poland,ESRA East,FI,Finland,ESRA North-West,757,749,751,775,746,1302,1523,1865,1425,1474,1902,1798,1630,1285,1427
PL,Poland,ESRA East,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL,Poland,ESRA East,FR,France,ESRA North-West,3074,3057,3292,4214,5056,5847,5993,5789,5173,5195,5536,5448,5196,5369,5707
PL,Poland,ESRA East,GB,United Kingdom,ESRA North-West,3285,2999,3202,5256,8243,13208,16647,19320,15498,15135,14881,15805,18122,16988,19710
PL,Poland,ESRA East,GE,Georgia,Other Europe,1,0,0,2,5,4,18,3,7,58,212,251,441,520,446
PL,Poland,ESRA East,GI,Gibraltar,Other Europe,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0
PL,Poland,ESRA East,GR,Greece,ESRA Mediterranean,971,1169,1097,1157,1305,1768,2112,2227,2311,2276,2612,2022,2361,3460,4042
PL,Poland,ESRA East,HR,Croatia,ESRA East,280,312,313,272,259,150,114,138,152,180,168,306,443,495,303
PL,Poland,ESRA East,HU,Hungary,ESRA East,1572,876,969,1255,1349,1821,1750,1461,1415,1347,1547,1524,1474,1537,1677
PL,Poland,ESRA East,IE,Ireland,ESRA North-West,23,26,37,327,910,3159,5195,4169,3361,2982,2922,3023,3009,2737,2907
PL,Poland,ESRA East,IT,Italy,ESRA Mediterranean,2218,2117,2727,3811,5050,6269,7124,5132,4927,5967,5509,5591,5498,5887,6321
PL,Poland,ESRA East,LT,Lithuania,Other Europe,1010,733,707,885,995,1203,970,941,1088,1265,1298,1359,1435,1642,1704
PL,Poland,ESRA East,LU,Luxembourg,ESRA North-West,16,17,36,128,282,27,20,28,30,40,37,39,44,51,41
PL,Poland,ESRA East,LV,Latvia,Other Europe,599,605,679,515,468,680,602,570,833,1107,1485,1074,1009,1068,1235
PL,Poland,ESRA East,MD,Moldova,ESRA East,60,3,1,2,4,1,6,2,1,6,15,12,20,56,105
PL,Poland,ESRA East,MK,Macedonia,ESRA East,3,5,6,1,1,0,0,2,4,5,3,8,2,10,12
PL,Poland,ESRA East,MT,Malta,ESRA Mediterranean,34,35,55,27,33,51,39,29,33,74,86,152,164,230,337
PL,Poland,ESRA East,NL,Netherlands,ESRA North-West,1575,1597,1598,2026,2256,2208,2352,2407,2185,2478,2732,3218,3397,3865,4262
PL,Poland,ESRA East,NO,Norway,ESRA North-West,602,628,635,644,915,1480,2255,2844,2555,3095,3218,4268,5523,5701,6674
PL,Poland,ESRA East,PL,Poland,ESRA East,33462,33104,34348,35454,33616,38645,39963,39229,37007,36016,39044,47928,37459,37998,35671
PL,Poland,ESRA East,PT,Portugal,ESRA Mediterranean,68,95,102,47,145,211,274,349,350,420,510,511,513,546,772
PL,Poland,ESRA East,RO,Romania,ESRA East,527,423,408,420,538,618,642,737,700,733,757,764,778,1026,1194
PL,Poland,ESRA East,RS,Serbia,ESRA East,8,15,30,21,29,50,52,47,179,239,275,241,280,557,549
PL,Poland,ESRA East,SE,Sweden,ESRA North-West,1531,1511,1475,1827,2055,2804,3352,3293,2976,2595,2809,3184,3495,3536,4075
PL,Poland,ESRA East,SI,Slovenia,ESRA East,19,24,36,54,66,173,251,267,247,176,135,41,47,144,204
PL,Poland,ESRA East,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PL,Poland,ESRA East,SK,Slovakia,ESRA East,70,171,345,416,447,224,141,149,163,372,282,317,199,195,254
PL,Poland,ESRA East,TR,Turkey,ESRA Mediterranean,1133,1076,692,912,1079,1133,1498,2157,2282,2405,2650,2304,2330,2706,2832
PL,Poland,ESRA East,UA,Ukraine,ESRA East,1295,1518,1409,1516,1599,1747,1841,1948,1940,2109,2308,2874,2369,2623,2537
PT,Portugal,ESRA Mediterranean,AL,Albania,ESRA East,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
PT,Portugal,ESRA Mediterranean,AM,Armenia,Other Europe,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
PT,Portugal,ESRA Mediterranean,AT,Austria,ESRA North-West,193,177,260,400,324,364,366,459,363,226,399,504,486,573,704
PT,Portugal,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,3,3,3,3,3,3,0,3,6,0,5,0,3,1,1
PT,Portugal,ESRA Mediterranean,BE,Belgium,ESRA North-West,3434,2500,2929,3215,3274,3236,3747,4154,3974,3976,4123,3888,3979,5082,5519
PT,Portugal,ESRA Mediterranean,BG,Bulgaria,ESRA East,1,4,9,23,29,38,43,50,22,34,15,10,3,8,10
PT,Portugal,ESRA Mediterranean,CH,Switzerland,ESRA North-West,3436,3431,3432,3369,3493,3720,4580,5224,4893,4959,5238,5385,5819,6071,6610
PT,Portugal,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,1,2,5,17,13,24,9,5,8,11,10,4,5,4,4
PT,Portugal,ESRA Mediterranean,CZ,Czechia,ESRA East,64,40,76,202,144,198,302,363,340,318,400,427,507,464,481
PT,Portugal,ESRA Mediterranean,DE,Germany,ESRA North-West,9119,9256,8988,9354,8777,9826,10266,10611,9796,10114,10352,10631,11255,11741,13261
PT,Portugal,ESRA Mediterranean,DK,Denmark,ESRA North-West,1032,971,1022,997,932,958,790,929,1015,1101,972,1077,1195,1129,970
PT,Portugal,ESRA Mediterranean,EE,Estonia,Other Europe,0,0,1,0,12,13,21,34,11,26,16,7,8,71,10
PT,Portugal,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,15728,15780,16559,18498,20166,21857,24236,23380,21235,22322,22056,20932,19686,19793,20744
PT,Portugal,ESRA Mediterranean,FI,Finland,ESRA North-West,210,211,246,245,255,265,332,361,507,588,573,416,432,435,380
PT,Portugal,ESRA Mediterranean,FR,France,ESRA North-West,11230,11359,11160,11556,11084,12669,13217,14393,14155,15312,15936,16645,18047,19870,21158
PT,Portugal,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,13137,14316,14807,15737,17171,18465,20504,21145,19233,19169,20557,18991,19960,22245,23304
PT,Portugal,ESRA Mediterranean,GE,Georgia,Other Europe,0,0,0,1,0,0,2,0,0,1,2,1,0,0,1
PT,Portugal,ESRA Mediterranean,GI,Gibraltar,Other Europe,21,34,19,16,15,22,29,17,24,23,31,27,20,30,18
PT,Portugal,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,38,81,77,182,97,131,61,49,93,60,153,190,42,56,56
PT,Portugal,ESRA Mediterranean,HR,Croatia,ESRA East,8,10,7,29,13,29,30,48,75,66,79,70,76,98,93
PT,Portugal,ESRA Mediterranean,HU,Hungary,ESRA East,8,12,27,91,134,152,184,237,246,249,291,297,332,359,411
PT,Portugal,ESRA Mediterranean,IE,Ireland,ESRA North-West,888,896,1306,1306,1503,2041,2353,2239,2017,2035,2113,2110,2375,2588,2617
PT,Portugal,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,3903,3997,3971,4268,4736,5542,5803,5924,5166,5903,6154,6190,5821,5784,6663
PT,Portugal,ESRA Mediterranean,LT,Lithuania,Other Europe,0,0,10,0,0,2,2,6,4,7,4,6,7,11,14
PT,Portugal,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,519,542,673,827,835,859,705,809,800,853,887,934,1041,1340,1518
PT,Portugal,ESRA Mediterranean,LV,Latvia,Other Europe,0,0,1,16,1,1,8,3,7,3,5,0,4,5,16
PT,Portugal,ESRA Mediterranean,MD,Moldova,ESRA East,0,0,1,98,85,84,83,85,70,66,68,63,59,52,68
PT,Portugal,ESRA Mediterranean,MK,Macedonia,ESRA East,1,2,0,0,0,2,5,0,0,1,1,1,4,3,0
PT,Portugal,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,85,49,44,33,30,48,65,39,36,42,29,21,31,39,36
PT,Portugal,ESRA Mediterranean,NL,Netherlands,ESRA North-West,3410,3686,3466,3716,3904,4242,4190,4367,4031,4077,4522,5015,5627,5490,5805
PT,Portugal,ESRA Mediterranean,NO,Norway,ESRA North-West,244,220,278,477,415,468,818,757,563,634,619,604,785,738,728
PT,Portugal,ESRA Mediterranean,PL,Poland,ESRA East,61,75,93,47,152,228,297,363,346,415,505,508,515,545,772
PT,Portugal,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,47782,47725,47125,48295,48484,48649,48664,48143,49365,48374,45805,42942,41144,42077,44330
PT,Portugal,ESRA Mediterranean,RO,Romania,ESRA East,4,4,6,7,10,4,98,144,156,118,61,120,258,240,287
PT,Portugal,ESRA Mediterranean,RS,Serbia,ESRA East,4,6,5,0,6,5,12,6,10,16,13,8,12,62,16
PT,Portugal,ESRA Mediterranean,SE,Sweden,ESRA North-West,477,467,346,532,495,613,663,715,552,691,623,621,656,745,812
PT,Portugal,ESRA Mediterranean,SI,Slovenia,ESRA East,6,7,11,18,3,3,9,6,8,6,8,2,1,6,5
PT,Portugal,ESRA Mediterranean,SK,Slovakia,ESRA East,0,1,4,9,22,10,23,18,29,25,36,39,11,16,13
PT,Portugal,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,55,41,44,48,120,158,177,178,259,326,386,401,422,529,857
PT,Portugal,ESRA Mediterranean,UA,Ukraine,ESRA East,5,4,164,226,213,221,174,177,154,158,159,152,103,95,82
RO,Romania,ESRA East,AL,Albania,ESRA East,7,10,3,11,9,9,2,9,13,18,21,5,12,6,4
RO,Romania,ESRA East,AM,Armenia,Other Europe,4,8,4,2,2,8,1,6,2,5,10,13,15,8,5
RO,Romania,ESRA East,AT,Austria,ESRA North-West,1524,1786,1798,2152,2662,3238,3925,4577,4375,4672,4298,4648,3500,3405,3244
RO,Romania,ESRA East,BA,Bosnia & Herzegovina,ESRA East,1,4,6,2,8,8,11,10,9,3,9,5,9,4,12
RO,Romania,ESRA East,BE,Belgium,ESRA North-West,428,241,361,509,640,671,853,1262,1402,1344,1458,1459,1640,1803,2229
RO,Romania,ESRA East,BG,Bulgaria,ESRA East,429,495,463,476,583,654,776,973,1067,834,1144,1362,1417,1484,1134
RO,Romania,ESRA East,CH,Switzerland,ESRA North-West,758,770,494,467,502,537,550,709,991,1009,611,776,885,753,870
RO,Romania,ESRA East,CY,Cyprus,ESRA Mediterranean,215,190,174,201,252,351,469,615,595,673,840,608,579,531,536
RO,Romania,ESRA East,CZ,Czechia,ESRA East,478,399,384,661,810,781,797,873,770,727,758,786,622,717,602
RO,Romania,ESRA East,DE,Germany,ESRA North-West,2382,2558,2909,3988,5413,6016,7609,10069,8762,8899,9255,9394,9393,9175,9916
RO,Romania,ESRA East,DK,Denmark,ESRA North-West,180,69,29,321,435,357,329,356,197,184,168,186,180,180,187
RO,Romania,ESRA East,EE,Estonia,Other Europe,1,1,3,0,4,2,2,2,0,1,3,2,5,2,2
RO,Romania,ESRA East,ES,Spain,ESRA Mediterranean,185,285,425,473,770,1392,2946,4077,4271,4361,4616,3832,3734,3783,4051
RO,Romania,ESRA East,FI,Finland,ESRA North-West,3,7,1,34,62,31,159,255,351,333,319,10,7,11,12
RO,Romania,ESRA East,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
RO,Romania,ESRA East,FR,France,ESRA North-West,1241,1207,1414,1648,2076,2518,2888,2733,3219,3239,3374,3325,3099,3065,3442
RO,Romania,ESRA East,GB,United Kingdom,ESRA North-West,767,757,796,862,953,1174,1687,2262,2573,2823,2873,3203,3262,4330,5406
RO,Romania,ESRA East,GE,Georgia,Other Europe,5,4,3,7,12,14,14,29,21,30,23,27,29,15,18
RO,Romania,ESRA East,GI,Gibraltar,Other Europe,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
RO,Romania,ESRA East,GR,Greece,ESRA Mediterranean,979,864,1040,1331,1672,2075,2712,2690,2747,2286,1848,1594,1618,1717,1740
RO,Romania,ESRA East,HR,Croatia,ESRA East,18,25,17,34,43,48,71,72,84,88,71,70,34,39,42
RO,Romania,ESRA East,HU,Hungary,ESRA East,1556,1779,2280,2888,3180,3989,4247,3865,3811,3414,3972,2364,1994,1995,2037
RO,Romania,ESRA East,IE,Ireland,ESRA North-West,19,5,9,5,13,31,49,165,207,312,331,307,338,602,446
RO,Romania,ESRA East,IT,Italy,ESRA Mediterranean,2664,3457,4613,5898,8625,9353,10709,10026,10864,11868,11184,9839,9163,8712,10134
RO,Romania,ESRA East,LT,Lithuania,Other Europe,9,3,2,1,13,3,16,13,8,8,10,12,8,7,2
RO,Romania,ESRA East,LU,Luxembourg,ESRA North-West,15,38,17,28,23,32,49,28,19,14,13,9,5,7,4
RO,Romania,ESRA East,LV,Latvia,Other Europe,5,0,4,4,3,7,8,11,4,144,28,6,4,97,91
RO,Romania,ESRA East,MD,Moldova,ESRA East,667,646,1013,974,1027,940,922,900,896,1106,1287,1571,1462,1587,1337
RO,Romania,ESRA East,MK,Macedonia,ESRA East,14,8,10,14,8,10,12,10,3,15,9,9,10,6,7
RO,Romania,ESRA East,MT,Malta,ESRA Mediterranean,4,5,34,40,44,49,51,41,22,29,34,28,26,95,126
RO,Romania,ESRA East,NL,Netherlands,ESRA North-West,1030,900,739,812,1198,1228,1102,1117,1205,1311,1406,1407,1638,1925,1930
RO,Romania,ESRA East,NO,Norway,ESRA North-West,41,42,39,61,61,42,35,30,10,17,26,18,76,119,114
RO,Romania,ESRA East,PL,Poland,ESRA East,524,429,409,404,526,613,640,733,682,717,755,773,756,1017,1155
RO,Romania,ESRA East,PT,Portugal,ESRA Mediterranean,3,5,3,4,9,9,93,146,154,113,69,121,258,245,287
RO,Romania,ESRA East,RO,Romania,ESRA East,11384,12505,14255,14250,17564,18020,19610,22105,26659,27536,20902,18374,15423,13803,13280
RO,Romania,ESRA East,RS,Serbia,ESRA East,45,39,43,79,93,153,161,108,73,298,353,357,358,742,731
RO,Romania,ESRA East,SE,Sweden,ESRA North-West,41,28,40,56,50,34,35,18,26,49,23,18,20,182,455
RO,Romania,ESRA East,SI,Slovenia,ESRA East,33,20,17,58,44,36,295,173,111,32,23,22,20,7,8
RO,Romania,ESRA East,SK,Slovakia,ESRA East,28,14,18,23,51,251,117,61,80,73,56,73,57,44,70
RO,Romania,ESRA East,TR,Turkey,ESRA Mediterranean,1015,922,910,998,1494,1729,2172,2523,2413,2314,2639,2729,2727,2840,2860
RO,Romania,ESRA East,UA,Ukraine,ESRA East,36,45,59,83,131,388,438,919,864,1156,1122,889,297,57,56
RS,Serbia,ESRA East,AL,Albania,ESRA East,735,780,643,630,692,626,581,582,609,335,133,120,83,93,342
RS,Serbia,ESRA East,AM,Armenia,Other Europe,0,0,1,0,2,10,12,5,40,52,8,9,14,12,12
RS,Serbia,ESRA East,AT,Austria,ESRA North-West,1096,1339,1320,1820,2171,2348,2646,2878,2760,3299,3433,3977,3288,3131,2946
RS,Serbia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,419,408,486,727,752,684,541,734,800,931,767,800,771,1159,851
RS,Serbia,ESRA East,BE,Belgium,ESRA North-West,55,108,114,39,101,196,199,250,283,110,279,397,489,607,590
RS,Serbia,ESRA East,BG,Bulgaria,ESRA East,220,300,164,145,95,141,273,140,111,114,105,104,103,558,1063
RS,Serbia,ESRA East,CH,Switzerland,ESRA North-West,2497,2496,2528,2890,2965,2859,2524,2433,2491,2578,2892,3036,3271,3336,3293
RS,Serbia,ESRA East,CY,Cyprus,ESRA Mediterranean,197,198,162,176,162,192,179,236,191,249,277,215,174,375,320
RS,Serbia,ESRA East,CZ,Czechia,ESRA East,246,306,342,444,488,508,553,494,462,699,365,154,232,573,654
RS,Serbia,ESRA East,DE,Germany,ESRA North-West,2442,3032,2992,3625,3915,4198,4357,4985,4768,4963,5670,5831,6098,5445,5665
RS,Serbia,ESRA East,DK,Denmark,ESRA North-West,124,146,206,282,216,206,261,254,251,374,362,400,404,505,470
RS,Serbia,ESRA East,EE,Estonia,Other Europe,1,2,7,2,2,4,7,6,3,6,5,4,4,6,7
RS,Serbia,ESRA East,ES,Spain,ESRA Mediterranean,39,28,33,31,72,80,88,90,94,291,307,123,148,169,204
RS,Serbia,ESRA East,FI,Finland,ESRA North-West,48,62,56,54,4,33,38,64,66,57,8,10,11,6,6
RS,Serbia,ESRA East,FR,France,ESRA North-West,693,688,770,833,982,1125,1213,1331,1338,1390,1611,1797,2125,2390,2546
RS,Serbia,ESRA East,GB,United Kingdom,ESRA North-West,698,811,861,849,900,988,1065,1112,1179,1325,1141,993,884,943,951
RS,Serbia,ESRA East,GE,Georgia,Other Europe,0,2,0,0,10,15,0,15,4,7,1,3,5,5,8
RS,Serbia,ESRA East,GI,Gibraltar,Other Europe,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RS,Serbia,ESRA East,GR,Greece,ESRA Mediterranean,591,586,646,711,734,978,1073,1260,1324,1021,1153,1257,1269,1841,1796
RS,Serbia,ESRA East,HR,Croatia,ESRA East,82,82,125,226,370,505,592,735,837,889,936,893,765,808,1479
RS,Serbia,ESRA East,HU,Hungary,ESRA East,268,309,433,470,710,760,601,750,737,1249,1350,449,408,732,778
RS,Serbia,ESRA East,IE,Ireland,ESRA North-West,14,6,16,31,30,31,45,21,42,13,14,10,11,12,8
RS,Serbia,ESRA East,IT,Italy,ESRA Mediterranean,1312,1397,1524,1848,2347,2623,2651,2677,2362,2396,2524,2408,2371,2747,2265
RS,Serbia,ESRA East,LT,Lithuania,Other Europe,2,2,1,3,15,15,26,21,7,7,14,7,13,11,6
RS,Serbia,ESRA East,LU,Luxembourg,ESRA North-West,17,13,16,19,20,20,6,16,11,18,13,12,13,8,16
RS,Serbia,ESRA East,LV,Latvia,Other Europe,0,2,6,9,4,1,6,6,6,67,121,10,18,19,21
RS,Serbia,ESRA East,MD,Moldova,ESRA East,3,0,4,1,9,4,10,20,8,10,11,8,13,14,20
RS,Serbia,ESRA East,MK,Macedonia,ESRA East,486,498,502,485,499,537,566,525,774,987,645,604,540,616,527
RS,Serbia,ESRA East,MT,Malta,ESRA Mediterranean,21,24,41,60,76,90,89,52,65,83,22,23,27,34,44
RS,Serbia,ESRA East,NL,Netherlands,ESRA North-West,229,314,413,292,221,216,255,310,253,348,468,528,572,599,677
RS,Serbia,ESRA East,NO,Norway,ESRA North-West,18,37,70,37,23,24,72,149,135,142,121,126,192,180,190
RS,Serbia,ESRA East,PL,Poland,ESRA East,9,9,24,18,30,64,62,63,192,240,273,255,261,580,551
RS,Serbia,ESRA East,PT,Portugal,ESRA Mediterranean,6,6,6,2,6,6,14,4,8,14,11,10,10,65,18
RS,Serbia,ESRA East,RO,Romania,ESRA East,39,38,32,75,86,132,153,102,85,304,339,344,363,737,713
RS,Serbia,ESRA East,RS,Serbia,ESRA East,2107,7415,8212,8873,8074,8869,9323,9839,8402,8985,8308,7986,7826,7176,7643
RS,Serbia,ESRA East,SE,Sweden,ESRA North-West,237,229,245,359,348,369,398,369,293,311,690,795,897,893,938
RS,Serbia,ESRA East,SI,Slovenia,ESRA East,740,782,953,903,980,1131,1411,1428,1648,1865,1485,1317,1284,1411,1651
RS,Serbia,ESRA East,SK,Slovakia,ESRA East,57,171,139,94,122,202,229,191,129,144,112,55,59,38,65
RS,Serbia,ESRA East,TR,Turkey,ESRA Mediterranean,382,594,790,918,766,922,1298,1436,1348,1562,1795,2312,3119,3433,3356
RS,Serbia,ESRA East,UA,Ukraine,ESRA East,60,78,96,107,113,147,245,334,289,427,447,428,616,414,361
SE,Sweden,ESRA North-West,AL,Albania,ESRA East,2,0,2,1,1,1,0,2,0,1,0,4,9,6,2
SE,Sweden,ESRA North-West,AM,Armenia,Other Europe,0,0,0,1,0,1,6,6,12,5,1,5,3,6,4
SE,Sweden,ESRA North-West,AT,Austria,ESRA North-West,1794,1740,1786,1792,2053,2496,2632,2752,2652,2662,2746,2041,1776,1790,1847
SE,Sweden,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,34,54,70,22,19,16,14,31,119,156,106,52,186,334,410
SE,Sweden,ESRA North-West,BE,Belgium,ESRA North-West,5317,4610,5999,6204,4734,4318,4023,3867,3830,4337,4145,3977,3735,3789,3878
SE,Sweden,ESRA North-West,BG,Bulgaria,ESRA East,232,250,373,470,473,494,503,393,231,202,171,148,148,192,217
SE,Sweden,ESRA North-West,CH,Switzerland,ESRA North-West,3841,3071,2795,2332,2660,2309,2366,2480,2479,2604,2979,2830,2558,2713,2761
SE,Sweden,ESRA North-West,CY,Cyprus,ESRA Mediterranean,598,427,351,392,414,480,570,596,557,503,560,616,618,550,496
SE,Sweden,ESRA North-West,CZ,Czechia,ESRA East,726,680,840,906,1062,1059,863,1185,1376,1380,1320,942,969,805,1065
SE,Sweden,ESRA North-West,DE,Germany,ESRA North-West,11779,11296,12524,13820,15121,16779,17303,18908,17319,16708,17334,16959,16972,16323,17397
SE,Sweden,ESRA North-West,DK,Denmark,ESRA North-West,24272,20809,20192,19885,18305,15424,15912,15085,12058,12317,12310,12575,12283,12703,12775
SE,Sweden,ESRA North-West,EE,Estonia,Other Europe,1796,1545,1266,1227,1500,1371,1778,2052,1855,1851,1845,2427,1868,1547,1902
SE,Sweden,ESRA North-West,ES,Spain,ESRA Mediterranean,5882,5794,4926,5137,5318,5912,6508,6718,5065,6177,7312,7770,8936,8860,8789
